{'academic_degree': 'Доктор наук', 'address': 'Аллея Плетешковская 439', 'age': 18, 'passport_number': 102808, 'snils': '00060862696', 'telephone': '+7-(968)-542-59-85', 'university': 'Госуниверситет нефти и газа имени Губкина', 'weight': 87, 'worldview': 'Пантеизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Новоселенская 715', 'age': 18, 'passport_number': 772212, 'snils': '30601129910', 'telephone': '+7-(909)-480-08-14', 'university': 'Ульяновский высший авиационный институт гражданской авиации', 'weight': 78, 'worldview': 'Католицизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Белгородская 311', 'age': 18, 'passport_number': 362920, 'snils': '82961385743', 'telephone': '+7-(920)-166-45-19', 'university': 'Госуниверситет гражданской авиации', 'weight': 81, 'worldview': 'Агностицизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Вучетича 1040', 'age': 18, 'passport_number': 606757, 'snils': '77010224753', 'telephone': '+7-(946)-092-57-98', 'university': 'Московский авиационный институт', 'weight': 69, 'worldview': 'Иудаизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Ножовая 875', 'age': 18, 'passport_number': 835105, 'snils': '34127515651', 'telephone': '+7-(923)-364-75-97', 'university': 'Бауманское МГТУ', 'weight': 62, 'worldview': 'Иудаизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Хабаровская 998', 'age': 18, 'passport_number': 411241, 'snils': '95550735637', 'telephone': '+7-(910)-222-83-84', 'university': 'Филиал Российской академии правосудия', 'weight': 89, 'worldview': 'Пантеизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Южнобутовская 206', 'age': 18, 'passport_number': 691057, 'snils': '54138843394', 'telephone': '+7-(960)-975-10-12', 'university': 'Московский авиационный институт', 'weight': 43, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Лужники 878', 'age': 18, 'passport_number': 435487, 'snils': '42825440072', 'telephone': '+7-(962)-436-05-23', 'university': 'Санкт-Петербургский политехнический университет', 'weight': 70, 'worldview': 'Агностицизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Сусоколовское 403', 'age': 18, 'passport_number': 595187, 'snils': '50069413555', 'telephone': '+7-(924)-017-71-82', 'university': 'Государственная морская академия имени адмирала С.О. Макарова', 'weight': 90, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Специалист', 'address': 'ул. Базовская 1090', 'age': 18, 'passport_number': 339581, 'snils': '39338285321', 'telephone': '+7-(925)-300-78-78', 'university': 'Филиал Академии Генеральной прокуратуры РФ', 'weight': 71, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Специалист', 'address': 'Аллея Железногорская 6-я 1288', 'age': 18, 'passport_number': 823708, 'snils': '31186035341', 'telephone': '+7-(929)-757-16-92', 'university': 'Санкт-Петербургский государственный политехнический университет', 'weight': 84, 'worldview': 'Католицизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Парковая 6-я 1324', 'age': 18, 'passport_number': 921363, 'snils': '60058994094', 'telephone': '+7-(999)-809-43-51', 'university': 'Санкт-Петербургский политехнический университет', 'weight': 80, 'worldview': 'Деизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Лесная 13', 'age': 18, 'passport_number': 433810, 'snils': '64306892604', 'telephone': '+7-(960)-739-49-81', 'university': 'Московский авиационный институт', 'weight': 64, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Магистр', 'address': 'Аллея Железногорская 2-я 543', 'age': 18, 'passport_number': 885839, 'snils': '63316840684', 'telephone': '+7-(909)-524-48-48', 'university': 'Авиационно-технический университетАвиационно-технический университет', 'weight': 42, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Магистр', 'address': 'ул. Городская 230', 'age': 18, 'passport_number': 672679, 'snils': '17380761283', 'telephone': '+7-(909)-116-20-84', 'university': 'Санкт-Петербургский государственный архитектурно-строительный университет', 'weight': 61, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Сокольнический Вал 902', 'age': 18, 'passport_number': 264930, 'snils': '90496759557', 'telephone': '+7-(999)-036-33-50', 'university': 'Бауманское МГТУ', 'weight': 66, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Магистр', 'address': 'Аллея Солнечная 37', 'age': 18, 'passport_number': 278544, 'snils': '40533738056', 'telephone': '+7-(918)-645-52-17', 'university': 'Университет аэрокосмического приборостроения', 'weight': 90, 'worldview': 'Деизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Стахановская 409', 'age': 18, 'passport_number': 365472, 'snils': '76778421670', 'telephone': '+7-(910)-041-28-70', 'university': 'Бауманское МГТУ', 'weight': 71, 'worldview': 'Католицизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Горлов 1163', 'age': 18, 'passport_number': 882946, 'snils': '79508900953', 'telephone': '+7-(999)-369-48-44', 'university': 'МГУ им. Ломоносова', 'weight': 85, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Бардина 47', 'age': 18, 'passport_number': 957523, 'snils': '56869108048', 'telephone': '+7-(921)-160-03-40', 'university': 'Новосибирский технический госуниверситет', 'weight': 85, 'worldview': 'Агностицизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Боярская 651', 'age': 18, 'passport_number': 298759, 'snils': '08293359192', 'telephone': '+7-(966)-281-79-73', 'university': 'Университет аэрокосмического приборостроения', 'weight': 54, 'worldview': 'Католицизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Еготьевская 1292', 'age': 18, 'passport_number': 591923, 'snils': '55407363588', 'telephone': '+7-(909)-712-61-42', 'university': 'СПбГУ', 'weight': 67, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Добролюбова 1139', 'age': 18, 'passport_number': 252182, 'snils': '33722094965', 'telephone': '+7-(913)-758-09-28', 'university': 'Московский авиационный институт', 'weight': 80, 'worldview': 'Пантеизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Генерала Белова 670', 'age': 18, 'passport_number': 691605, 'snils': '75676004629', 'telephone': '+7-(925)-708-91-04', 'university': 'Бауманское МГТУ', 'weight': 61, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Красный Казанец 205', 'age': 18, 'passport_number': 554104, 'snils': '52320889774', 'telephone': '+7-(999)-099-44-77', 'university': 'Авиационно-технический университетАвиационно-технический университет', 'weight': 63, 'worldview': 'Иудаизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Щипок 1197', 'age': 18, 'passport_number': 463166, 'snils': '84807793458', 'telephone': '+7-(968)-968-74-01', 'university': 'Филиал Российской академии правосудия', 'weight': 77, 'worldview': 'Деизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Магистральная 1-я 836', 'age': 18, 'passport_number': 536118, 'snils': '80515497801', 'telephone': '+7-(912)-235-98-67', 'university': 'Новосибирский технический госуниверситет', 'weight': 43, 'worldview': 'Католицизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Александра Солженицына 832', 'age': 18, 'passport_number': 577159, 'snils': '27203618550', 'telephone': '+7-(968)-881-40-07', 'university': 'Государственный технологический университет им. К.Э. Циолковского', 'weight': 62, 'worldview': 'Иудаизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Новокрымская 368', 'age': 18, 'passport_number': 52112, 'snils': '53985930452', 'telephone': '+7-(921)-008-80-99', 'university': 'Филиал Академии Генеральной прокуратуры РФ', 'weight': 76, 'worldview': 'Деизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Андреевская 1073', 'age': 18, 'passport_number': 315747, 'snils': '61890531607', 'telephone': '+7-(927)-973-10-67', 'university': 'Филиал Академии Генеральной прокуратуры РФ', 'weight': 56, 'worldview': 'Пантеизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Волоколамская 1247', 'age': 18, 'passport_number': 139202, 'snils': '18095442487', 'telephone': '+7-(960)-323-26-67', 'university': 'Госуниверситет нефти и газа имени Губкина', 'weight': 43, 'worldview': 'Буддизм'}
